"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",5,1.02628794999957,-0.972906460507291,1.01083996631488,-0.980062215086826,1.05535962958394,-0.918884589149131,1.03654661332792,-0.960762450516136,1.05970535207274,-0.94461536878874,1.05686062417616,-0.934512380504717,1.04070731683012,-0.975332937439434,1.03855847350327,-0.969816388867611,1.0029761817129,-1.0159332373665,1.05852185076691,-0.943532784094534,-1.0221470885202
"2",5,1.03719417279584,-0.95728857994456,1.01693215643908,-0.990133879444785,1.06569242579031,-0.909866806922569,1.0450676412,-0.984482712041115,1.06967959634632,-0.931131727267975,1.06423623400995,-0.911739590881604,1.04890729329659,-0.996270665807029,1.04416366519837,-0.986294564882267,0.952539811520847,-0.965377759862822,1.06940497582647,-0.930905420962273,-1.00929158495625
"3",5,1.02685572177853,-0.92674133028463,1.01323520823788,-0.977761414056672,1.05752300930916,-0.889087841855422,1.00695361742309,-0.930543284453174,1.06197472945659,-0.910121981366296,1.05816698874949,-0.893222766170279,1.00864941221492,-0.937269863689226,1.00731885329502,-0.931192389770168,0.986980055740453,-0.96229089000303,1.06158757507345,-0.9098192396903,-0.988209524061443
"4",5,1.04277083962431,-0.943293379915188,1.02943776739681,-0.995677275502954,1.07123228059124,-0.890482750205769,1.03035791842986,-0.970789498188222,1.07834576762993,-0.929434893822979,1.0732303464157,-0.902798460599798,1.03455302313034,-0.990066319833199,1.03162283166116,-0.977381059063896,0.980132188984638,-1.02017534754404,1.07784875157704,-0.929136348478092,-1.01159360470896
"5",5,1.04412907566582,-0.961552518202983,1.0318332927218,-1.02401794611672,1.07204798046173,-0.921119398466932,1.02523425121578,-0.985788295459843,1.07539983555085,-0.940923858844559,1.07167796105996,-0.921830707942718,1.02594564940722,-0.989123864866378,1.0248384298469,-0.983610829521487,1.00854463813812,-1.01180659633215,1.07521115099262,-0.940844594921128,-1.0179864905618
"6",5,1.03449984048305,-0.947346642762793,1.00877831675869,-0.977874581907445,1.0641662855781,-0.898424536141533,1.01523744249246,-0.968889418705917,1.06696598053974,-0.924141198707775,1.06407387802574,-0.900174406976224,1.01512467499181,-0.978304061298786,1.01487106670465,-0.969339850238297,1.01463671617219,-1.04759187147503,1.06672263066026,-0.924037580526058,-1.00268403125562
"7",5,1.03587480072166,-0.923162309825678,1.01489915973414,-0.963941962500624,1.06537514837564,-0.884282832640986,1.01468053228597,-0.950446846467688,1.06949146580999,-0.911806467657698,1.06621785986716,-0.890181234820779,1.0155205862064,-0.960904664237565,1.01500215825417,-0.953797565897818,1.01099959978615,-1.01214961542493,1.06929365064255,-0.911670907984163,-0.987165290951928
"8",5,1.03912622748249,-0.94838871973318,1.01567501809622,-0.982743383877065,1.06718128525641,-0.90477663412927,1.02352429892175,-0.978843717694516,1.07048405338877,-0.926727987721092,1.06687940504262,-0.906060407431823,1.02438635841053,-0.984879906276815,1.02319051384824,-0.978575218405264,1.00452304988431,-1.01131171840003,1.0703383208666,-0.926647219970947,-1.00249232618184
"9",5,1.03268166657999,-0.940267236210648,1.0028451448585,-0.963340509963969,1.06141143118015,-0.898984253659326,1.00875467057097,-0.963267005907018,1.06650759486888,-0.923878612547173,1.06168586349384,-0.902972860778387,1.01072059722264,-0.970848132762843,1.00886251597036,-0.964964719728239,0.979078939562321,-0.974285799071448,1.06627539069963,-0.923680981959118,-0.998433064537253
"10",5,1.03445660678289,-0.949786359945048,1.00891507435781,-0.985951181978385,1.06415412713146,-0.90384312796259,1.00969524293741,-0.977065357605002,1.06863623004839,-0.925260823066742,1.0646314744276,-0.905417950476687,1.01102777310839,-0.980929289442953,1.0100935476708,-0.97772293075791,0.9973204532989,-0.987452474690408,1.06845267185968,-0.92508483793095,-1.00265828017503
