"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",5,0.987696181153131,-1.0079970262872,0.99875100372606,-1.03307469418524,1.00553694604981,-0.55158662550733,1.00085264935501,-0.948063737360348,1.00856999685365,-0.634913974559783,1.00655884469298,-0.564977466184943,1.00553738540215,-0.953724247923594,1.00303619024676,-0.942514022597795,0.993484599518755,-0.989541902055045,1.00709995240877,-0.634393255509663,-0.995622454881072
"2",5,1.0008539998802,-1.01805470969967,1.00533566989951,-1.03734596866697,1.02127288915233,-0.572481347761778,1.01496959151792,-1.00538589176637,1.02147678873434,-0.642401377705435,1.0221547166139,-0.56558337276709,1.01471249963502,-1.00806814121027,1.01565909359854,-1.00211050941898,1.04427134145738,-1.07193140970562,1.02090548575688,-0.64188665390772,-1.01080257292371
"3",5,0.991052335689425,-0.990573138354363,0.995112413026123,-1.00875361331284,1.00666340267022,-0.538971809284893,1.00080776490515,-0.977462323982504,1.00800666775375,-0.623964153709288,1.00643122502624,-0.547637740851978,1.00177608734232,-0.982793923623308,1.00058343533642,-0.977219750950304,0.99455726297511,-0.998985809062623,1.00752967034449,-0.623645724084688,-0.985559683231228
"4",5,1.00656571301703,-0.991846388301503,1.00429365152182,-0.981931369121486,1.02389495931008,-0.530941797073535,1.00893558764498,-0.960848497697655,1.02465989349584,-0.623195930186808,1.02338910194503,-0.544645752346992,1.00831275555212,-0.965215164828969,1.00821910537282,-0.958998464367128,1.01922275205076,-1.00726619359007,1.02424715986576,-0.622533187151663,-0.988470918877253
"5",5,1.00820325249883,-1.0011618727574,1.00886040488716,-1.00205355062454,1.02225253242236,-0.543639876340983,1.01371837060591,-0.983046533701645,1.02584582681534,-0.637856769933514,1.02200088161039,-0.551508051852027,1.01679075259528,-0.996786256146296,1.01356207985756,-0.984903982680717,0.986301269120826,-1.01212045980453,1.02553835503178,-0.637094396779433,-1.00155984085551
"6",5,0.997758941654793,-1.00277507120019,1.00027853607253,-1.00384360007934,1.01449317073485,-0.548794633140386,1.0137132293559,-0.996251587120162,1.01521015025899,-0.631385135947324,1.01458772001331,-0.547133492017939,1.01450034435034,-1.00412413129969,1.01381973559455,-0.994946159727505,1.01115867486444,-1.0452294363158,1.01499601488295,-0.630906943369429,-0.998477875616072
"7",5,0.999993571152267,-0.996416170329403,0.998756688134019,-0.992262739117225,1.01707196963249,-0.5464928308389,1.00562535972327,-0.983289082768088,1.01787817402386,-0.630810076334118,1.01735977927291,-0.550938539683285,1.00556870921291,-0.987429548285093,1.00598891082672,-0.983020524271983,1.01578106659908,-1.0222310539033,1.01772137395692,-0.630061455018133,-0.995120457349714
"8",5,0.997089236666953,-0.998155670036986,1.00356915041731,-1.00893869162512,1.01444773936002,-0.560042137154005,1.00612650749501,-0.99013586224939,1.01461425507054,-0.630788108457166,1.01414270692142,-0.559913620688554,1.00550638336373,-0.986979726787421,1.00571206809538,-0.988535722272981,1.01126007032515,-0.985216101745624,1.0145198953166,-0.6300771030609,-0.996059796483225
"9",5,0.995649867764904,-1.00701116063898,1.00188118820859,-1.01736991359001,1.01234915715782,-0.560254012995629,1.00540068855887,-1.00223363679423,1.01384479624394,-0.637536591643819,1.01234371557834,-0.562809194419797,1.00650398674015,-1.00150941161524,1.005515515742,-1.00163837858865,0.999100387442802,-0.989446855590535,1.01369626045816,-0.636809708757884,-1.00514096863026
"10",5,1.00018931032523,-0.998091549043324,1.00262027168666,-0.999185391831561,1.01653665205158,-0.553456384666015,1.00907283848418,-0.997213788566074,1.01814616259275,-0.629331903973951,1.01639734671457,-0.553049114257704,1.010146956698,-0.997370711328355,1.00895130705841,-0.997145520381857,1.00139776529681,-0.983473113376334,1.01797094922678,-0.628548884861785,-0.997675285883635
