"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",5,0.987696181153131,-1.0079970262872,0.99875100372606,-1.03307469418524,1.02228035135329,-0.96031377114328,0.995240735722489,-0.951511241429341,1.02399947626637,-0.958543061036047,1.02389768982022,-0.953192954916882,0.996590465577935,-0.948259403900974,0.996641794029356,-0.944700329104964,0.993484599518755,-0.989541902055045,1.02338401530356,-0.957575997468329,-1.00724816373242
"2",5,1.0008539998802,-1.01805470969967,1.00533566989951,-1.03734596866697,1.03356304461468,-0.962971255325427,1.0150519740897,-1.00561119668296,1.03439751771159,-0.963843879086308,1.03430770747846,-0.958440974837151,1.01545775992563,-1.00409280663745,1.01573790579068,-1.00233351218529,1.04427134145738,-1.07193140970562,1.03426704752684,-0.963399453902151,-1.009185476042
"3",5,0.991052335689425,-0.990573138354363,0.995112413026123,-1.00875361331284,1.02261736361176,-0.935782618841633,1.00080776490515,-0.977462323982504,1.02305067134494,-0.942464847922532,1.02250451500659,-0.936874456963312,1.00066617117115,-0.979300456547992,1.00058067510652,-0.977224709053246,0.99455726297511,-0.998985809062623,1.02287016449806,-0.942439563617959,-0.988247785398408
"4",5,1.00656571301703,-0.991846388301503,1.00429365152182,-0.981931369121486,1.03919837042779,-0.93890253070499,1.00893558764498,-0.960848497697655,1.03976276098163,-0.944455817755553,1.03883726183926,-0.938934195816159,1.00840859180301,-0.96123251547932,1.00822042118198,-0.958997456354002,1.01922275205076,-1.00726619359007,1.03963549172046,-0.944363826481549,-0.988659704310107
"5",5,1.00820325249883,-1.0011618727574,1.00886040488716,-1.00205355062454,1.03627542266073,-0.946889339842543,1.01371837060591,-0.983046533701645,1.03764211678957,-0.957739509828369,1.03602815226894,-0.949789333452996,1.01460735131045,-0.988904210485306,1.0135588178796,-0.984899776861475,0.986301269120826,-1.01212045980453,1.03756114820865,-0.957666214053547,-0.999658864883355
"6",5,0.997758941654793,-1.00277507120019,1.00027853607253,-1.00384360007934,1.02926776789783,-0.945769284234097,1.0137132293559,-0.996251587120162,1.02982215897975,-0.951953696852207,1.02935134495501,-0.94447502977177,1.01389318403551,-0.9981731828695,1.01382008865357,-0.994948886390131,1.01115867486444,-1.0452294363158,1.0297624044646,-0.951954152148473,-0.997814951261484
"7",5,0.999993571152267,-0.996416170329403,0.998756688134019,-0.992262739117225,1.03124989776319,-0.944049639925,1.00562535972327,-0.983289082768088,1.03213612226523,-0.9504111258938,1.03157559355419,-0.944616793417755,1.0059305567839,-0.984693315592299,1.00598870601486,-0.983019297509496,1.01578106659908,-1.0222310539033,1.03209209050687,-0.950377331735478,-0.994192770029743
"8",5,0.997089236666953,-0.998155670036986,1.00356915041731,-1.00893869162512,1.02836683309472,-0.948503481758337,1.00612650749501,-0.99013586224939,1.02852338359585,-0.950775121948785,1.0280572826407,-0.947366219787764,1.0056266331346,-0.988006082782085,1.00571188842032,-0.988531743060125,1.01126007032515,-0.985216101745624,1.0284954467895,-0.95074062881615,-0.995132695134572
"9",5,0.995649867764904,-1.00701116063898,1.00188118820859,-1.01736991359001,1.02761423117996,-0.95677869822127,1.00540068855887,-1.00223363679423,1.02845380369742,-0.960556145839969,1.02763202084935,-0.956495088872088,1.00572838704659,-1.00130250651531,1.0055132616148,-1.00163995686221,0.999100387442802,-0.989446855590535,1.0284106050272,-0.960512212082643,-1.00483885916849
"10",5,1.00018931032523,-0.998091549043324,1.00262027168666,-0.999185391831561,1.03363037248127,-0.947878312973865,1.00907283848418,-0.997213788566074,1.0344159520188,-0.952547861584337,1.03343359779694,-0.947835644423278,1.00928769434311,-0.99707946401401,1.00894940074964,-0.997136738125804,1.00139776529681,-0.983473113376334,1.03435956906511,-0.952495644179525,-0.999004669229017
